Timestamp,Observation Date,Observation Time,Rip Current Activity [Balboa Ct.],Rip Current Activity [San Fernando Pl.],Rip Current Activity [Santa Clara Pl.],Balboa Ct. Rip Index,San Fernando Pl Rip Value,Santa Clara Rip Index,Balboa Ct. # of Rip Rescues:,San Fernando Pl.. # of Rip Rescues:,Santa Clara Pl.. # of Rip Rescues:,Observer ID:,Username,Statement 0,Statement 1,Statement 2,Statement 3
3/5/2019 11:09:19,3/4/2019,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,300968,,,,,
3/14/2019 21:34:07,3/14/2019,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Very strong rip currents present, hazardous conditions","Medium to strong rip currents present, will likely be hazardous to swimmers",2,3,2,1,3,0,302119,,,,,
3/22/2019 19:29:15,3/22/2019,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",2,2,1,0,0,0,303969,,,,,
3/28/2019 16:30:51,3/28/2019,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Very strong rip currents present, hazardous conditions","Medium to strong rip currents present, will likely be hazardous to swimmers",2,3,2,0,0,0,250538,,,,,
3/28/2019 22:10:02,3/28/2019,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Very strong rip currents present, hazardous conditions","Medium to strong rip currents present, will likely be hazardous to swimmers",2,3,2,0,0,0,250538,,,,,
3/29/2019 18:55:38,3/29/2019,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions",2,3,3,0,1,2,250538,,,,,
3/29/2019 18:56:02,3/29/2019,3:00 PM,"Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions",3,3,3,0,4,2,250538,,,,,
3/30/2019 22:35:09,3/30/2019,3:00 PM,"Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions",3,3,3,3,3,2,2505389,,,,,
4/5/2019 19:56:04,4/5/2019,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,2,1,0,1,0,250538,,,,,
4/5/2019 19:56:30,4/5/2019,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Very strong rip currents present, hazardous conditions","Medium to strong rip currents present, will likely be hazardous to swimmers",2,3,2,0,3,0,250538,,,,,
4/8/2019 15:01:24,4/8/2019,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,1,2,0,0,0,30968,,,,,
4/13/2019 18:37:36,4/13/2019,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",1,2,2,0,4,0,303969,,,,,
4/22/2019 17:21:52,4/22/2019,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,250538,,,,,
4/25/2019 15:44:36,4/25/2019,11:00 AM,No rips present,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",0,1,1,0,0,0,016863,,,,,
4/25/2019 19:59:36,4/25/2019,3:00 PM,No rips present,"Medium to strong rip currents present, will likely be hazardous to swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",0,2,1,0,0,0,016863,,,,,
4/26/2019 15:26:27,4/26/2019,11:00 AM,No rips present,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",0,1,1,0,0,0,06863,,,,,
4/26/2019 19:12:34,4/26/2019,3:00 PM,No rips present,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",0,1,1,0,0,0,016863,,,,,
4/28/2019 19:20:53,4/28/2019,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,300968,,,,,
4/28/2019 19:21:14,4/28/2019,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,300968,,,,,
5/1/2019 20:19:50,5/1/2019,11:00 AM,No rips present,"Some low intensity rip currents present, may be hazardous to some swimmers",No rips present,0,1,0,0,0,0,016863,,,,,
5/1/2019 20:20:13,5/1/2019,3:00 PM,No rips present,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",0,1,1,0,0,0,016863,,,,,
5/12/2019 19:59:51,5/12/2019,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,301962,,,,,
5/12/2019 20:01:52,5/12/2019,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,301962,,,,,
5/13/2019 19:10:14,5/10/2019,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",1,2,2,1,0,0,300968,,,,,
5/13/2019 19:10:34,5/10/2019,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",2,1,1,0,0,0,300968,,,,,
5/13/2019 19:11:16,5/11/2019,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",1,1,2,0,0,0,300968,,,,,
5/13/2019 19:11:39,5/11/2019,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",1,1,2,0,0,0,300968,,,,,
5/13/2019 19:12:34,5/11/2019,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,300968,,,,,
5/13/2019 19:12:52,5/12/2019,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,300968,,,,,
5/13/2019 19:13:09,5/12/2019,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,300968,,,,,
5/13/2019 19:13:45,5/12/2019,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",1,1,2,0,0,0,300968,,,,,
5/13/2019 19:18:04,5/13/2019,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,300968,,,,,
5/13/2019 19:18:28,5/13/2019,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions",2,3,3,0,0,0,300968,,,,,
5/16/2019 20:34:33,5/16/2019,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,302850,,,,,
5/17/2019 21:37:06,5/17/2019,11:00 AM,"Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions",3,3,3,0,0,0,302827,,,,,
5/17/2019 21:37:56,5/17/2019,3:00 PM,"Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions",3,3,3,0,0,0,302827,,,,,
5/18/2019 16:48:47,5/18/2019,11:00 AM,"Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions",3,3,3,0,1,0,302827,,,,,
5/18/2019 20:38:27,5/18/2019,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,1,1,0,302827,,,,,
5/19/2019 15:11:41,5/19/2019,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,302827,,,,,
5/23/2019 21:08:46,5/23/2019,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,Ure,,,,,
5/25/2019 21:33:27,5/25/2019,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,016863,,,,,
5/25/2019 21:34:12,5/25/2019,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,016863,,,,,
5/27/2019 20:35:27,5/27/2019,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,1,0,302850,,,,,
5/29/2019 19:57:11,5/29/2019,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",1,2,2,0,0,0,016863,,,,,
5/30/2019 13:20:06,5/30/2019,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,302850,,,,,
6/4/2019 14:06:47,6/4/2019,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,S. Ure,,,,,
6/6/2019 19:34:01,6/6/2019,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,1,0,016863,,,,,
6/15/2019 14:34:25,6/15/2019,11:00 AM,No rips present,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",0,1,1,0,0,0,016863,,,,,
